Abuja (/əˈbuːdʒə/)[4] is the capital and eighth most populous city of Nigeria.	Nigeria (/naɪˈdʒɪəriə/ Listen), officially the Federal Republic of Nigeria, is a country in West Africa.
Amman (English: /əˈmɑːn/; Arabic: عَمَّان, ʻammān pronounced [ʕamːaːn]; Ammonite: 𐤓𐤁𐤕 𐤏𐤌𐤍 Rabat ʻAmān)[5][6] is the capital and largest city of Jordan, and the country's economic, political, and cultural center.	Jordan (Arabic: الأردن; tr. Al-ʾUrdunn [al.ʔur.dunː]), officially the Hashemite Kingdom of Jordan,[a] is a country in Western Asia.
Ankara (/ˈæŋkərə/ ANK-ə-rə, US also /ˈɑːŋ-/ AHNK-ə-rə; Turkish: [ˈaŋkaɾa] (listen)),[a] historically known as Ancyra[b] (Greek: Άγκυρα) and Angora,[13][c] is the capital of Turkey.	Turkey,[a] officially the Republic of Türkiye,[b] is a transcontinental country located mainly on the Anatolian Peninsula in Western Asia, with a small portion on the Balkan Peninsula in Southeast Europe.
Athens (/ˈæθɛnz/ ATH-enz;[4] Greek: Αθήνα, romanized: Athína [aˈθina] (listen); Ancient Greek: Ἀθῆναι, romanized: Athênai (pl.) [atʰɛ̂ːnai̯]) is the capital city of Greece.	Greece (Greek: Ελλάδα, romanized: Elláda, [eˈlaða]), officially the Hellenic Republic (Greek: Ελληνική Δημοκρατία, romanized: Elliniki Dimokratia)[a] is a country in Southeast Europe.
Baghdad (/ˈbæɡdæd, bəɡˈdæd/; Arabic: بَغْدَاد [baɣˈdaːd] (listen)) is the capital of Iraq and the second-largest city in the Arab world after Cairo.	Iraq (Arabic: الْعِرَاق, romanized: al-ʿIrāq; Kurdish: عێراق, romanized: Êraq), officially the Republic of Iraq (Arabic: جُمْهُورِيَّة ٱلْعِرَاق Jumhūriīyet al-ʿIrāq; Kurdish: کۆماری عێراق, romanized: Komarî Êraq), is a country in Western Asia.
Bangkok,[a] officially known in Thai as Krung Thep Maha Nakhon[b] and colloquially as Krung Thep,[c] is the capital and most populous city of Thailand.	Thailand[a] (/ˈtaɪlænd, ˈtaɪlənd/ TY-land, TY-lənd), historically known as Siam[b][10][11] (/saɪˈæm, ˈsaɪæm/) and officially the Kingdom of Thailand, is a country in Southeast Asia, located at the centre of Mainland Southeast Asia, spanning 513,120 square kilometres (198,120 sq mi), with a population of almost 70 million.
Beijing (/beɪˈdʒɪŋ/ bay-JING;[9][10] Chinese: 北京; pinyin: Běijīng; Mandarin pronunciation: [pèɪ.tɕíŋ] (listen)), alternatively romanized as Peking[11] (/piːˈkɪŋ/ pee-KING),[12] is the capital of the People's Republic of China.	China (Chinese: 中国; pinyin: Zhōngguó), officially the People's Republic of China (PRC; Chinese: 中华人民共和国; pinyin: Zhōnghuá Rénmín Gònghéguó), is a country in East Asia.
Beirut[a] is the capital and largest city of Lebanon.	Lebanon (/ˈlɛbənɒn, -nən/ LEB-ə-non, -⁠nən, Arabic: لُبْنَان, romanized: lubnān, Lebanese Arabic pronunciation: [lɪbˈneːn]), officially the Republic of Lebanon (Arabic: ٱلْجُمْهُورِيَّةُ ٱللُّبْنَانِيَّةُ) or the Lebanese Republic,[a] is a country in Western Asia.
Belgrade (/bɛlˈɡreɪd/ bel-GRAYD, /ˈbɛlɡreɪd/ BEL-grayd;[note 1] Serbian: Београд / Beograd, lit. 'White City', pronounced [beǒɡrad] (listen); names in other languages) is the capital and largest city in Serbia.	Serbia (/ˈsɜːrbiə/ (listen), SUR-bee-ə; Serbian: Србија, Srbija, pronounced [sř̩bija] (listen)), officially the Republic of Serbia (Serbian: Република Србија, Republika Srbija, pronounced [repǔblika sř̩bija] (listen)), is a landlocked country in Southeastern and Central Europe, situated at the crossroads of the Pannonian Plain and the Balkans.
Berlin (/bɜːrˈlɪn/ bur-LIN, German: [bɛʁˈliːn] (listen))[7] is the capital and largest city of Germany by both area and population.	Germany (German: Deutschland, pronounced [ˈdɔʏtʃlant] (listen)), officially the Federal Republic of Germany,[f] is a country in Central Europe.
"Bern (Swiss Standard German: [bɛrn] (listen)) or Berne[note 1] is the de facto capital of Switzerland, referred to as the ""federal city"" (in German: Bundesstadt, French: ville fédérale, Italian: città federale, and Romansh: citad federala)."	Switzerland, officially the Swiss Confederation, is a landlocked country located at the confluence of Western, Central and Southern Europe.
Brussels (French: Bruxelles [bʁysɛl] (listen) or [bʁyksɛl] (listen); Dutch: Brussel [ˈbrʏsəl] (listen)), officially the Brussels-Capital Region[8][9] (French: Région de Bruxelles-Capitale;[a] Dutch: Brussels Hoofdstedelijk Gewest),[b] is a region of Belgium comprising 19 municipalities, including the City of Brussels, which is the capital of Belgium.	Belgium,[A] officially the Kingdom of Belgium,[B] is a country in Northwestern Europe.
Bucharest (UK: /ˌbuːkəˈrɛst/ BOO-kə-REST, US: /ˈbuːkərɛst/ -⁠rest; Romanian: București [bukuˈreʃtʲ] (listen)) is the capital and largest city of Romania, as well as its cultural, industrial, and financial centre.	Romania (/roʊˈmeɪni.ə/ (listen) roh-MAY-nee-ə; Romanian: România [romɨˈni.a] (listen)) is a country located at the crossroads of Central, Eastern, and Southeastern Europe.
Budapest (UK: /ˌb(j)uːdəˈpɛst, ˌbʊd-, ˈb(j)uːdəpɛst, ˈbʊd-/, US: /ˈbuːdəpɛst, -pɛʃt, ˌbuːdəˈpɛʃt/;[10][11][12] Hungarian pronunciation: [ˈbudɑpɛʃt] (listen)) is the capital and most populous city of Hungary.	Hungary (Hungarian: Magyarország [ˈmɒɟɒrorsaːɡ] (listen)) is a landlocked country in Central Europe.
Cairo (/ˈkaɪroʊ/ KY-roh; Arabic: القاهرة, romanized: al-Qāhirah, pronounced [ælqɑ(ː)ˈheɾɑ]) is the capital of Egypt and the largest city in the Arab world.	Egypt (Arabic: مِصر, romanized: Miṣr, Egyptian Arabic pronunciation: [masˤr]), officially the Arab Republic of Egypt, is a transcontinental country spanning the northeast corner of Africa and southwest corner of Asia via a land bridge formed by the Sinai Peninsula.
Canberra (/ˈkænbərə/ (listen) KAN-bə-rə)[11] is the capital city of Australia.	Australia, officially the Commonwealth of Australia, is a sovereign country comprising the mainland of the Australian continent, the island of Tasmania, and numerous smaller islands.
Conakry (/ˈkɒnəkri/; French pronunciation: ​[kɔnakʁi]; Susu: Kɔnakiri; N’ko: ߞߐߣߊߞߙߌ߫, Fula: Konaakiri 𞤑𞤮𞤲𞤢𞥄𞤳𞤭𞤪𞤭) is the capital and largest city of Guinea.	Guinea (/ˈɡɪni/ (listen)), officially the Republic of Guinea (French: République de Guinée), is a coastal country in West Africa.
